action,month,day,hour,count,sum,avg,std,step
CASH_IN,0,11,1,1157,162840340.82,140743.60,2295.89,265
PAYMENT,0,11,1,776,6119289.69,7885.68,187.14,265
DEBIT,0,11,1,67,171608.08,2561.31,226.92,265
TRANSFER,0,11,1,170,207292840.74,1219369.65,62624.08,265
CASH_OUT,0,11,1,765,93199475.53,121829.38,4777.93,265
CASH_IN,0,11,2,434,64133718.02,147773.54,4042.01,266
PAYMENT,0,11,2,333,2506400.89,7526.73,248.97,266
DEBIT,0,11,2,36,92929.76,2581.38,303.24,266
TRANSFER,0,11,2,70,92766993.37,1325242.76,112347.16,266
CASH_OUT,0,11,2,290,40438953.25,139444.67,11267.05,266
CASH_IN,0,11,3,51,7352956.39,144175.62,11309.09,267
PAYMENT,0,11,3,29,329771.26,11371.42,882.06,267
DEBIT,0,11,3,1,7398.71,7398.71,0.00,267
TRANSFER,0,11,3,5,807236.64,161447.33,70742.98,267
CASH_OUT,0,11,3,27,3568178.26,132154.75,16107.49,267
TRANSFER,0,11,4,3,8422338.79,2807446.26,2228249.17,268
CASH_OUT,0,11,4,2,8422328.79,4211164.40,2835106.69,268
TRANSFER,0,11,5,2,16863707.16,8431853.58,798611.10,269
CASH_OUT,0,11,5,2,16863707.16,8431853.58,798611.10,269
TRANSFER,0,11,6,1,3394540.78,3394540.78,0.00,270
CASH_OUT,0,11,6,1,3394540.78,3394540.78,0.00,270
TRANSFER,0,11,7,4,8952848.36,2238212.09,1515851.62,271
CASH_OUT,0,11,7,2,8952628.36,4476314.18,802403.54,271
TRANSFER,0,11,8,1,5771291.76,5771291.76,0.00,272
CASH_OUT,0,11,8,1,5771291.76,5771291.76,0.00,272
TRANSFER,0,11,10,3,9094218.93,3031406.31,1952199.45,274
CASH_OUT,0,11,10,2,9094198.93,4547099.47,1208460.31,274
TRANSFER,0,11,12,1,4345621.36,4345621.36,0.00,276
CASH_OUT,0,11,12,1,4345621.36,4345621.36,0.00,276
CASH_IN,0,11,13,147,19827877.69,134883.52,6124.09,277
PAYMENT,0,11,13,51,485372.97,9517.12,879.13,277
DEBIT,0,11,13,10,31736.59,3173.66,815.21,277
TRANSFER,0,11,13,4,3945818.31,986454.58,1020661.31,277
CASH_OUT,0,11,13,80,12536107.70,156701.35,44748.26,277
TRANSFER,0,11,14,4,11878220.73,2969555.18,1114301.68,278
CASH_OUT,0,11,14,4,11878220.73,2969555.18,1114301.68,278
CASH_IN,0,11,15,58,7607404.16,131162.14,8898.57,279
PAYMENT,0,11,15,17,149227.35,8778.08,1062.87,279
TRANSFER,0,11,15,3,6141920.52,2047306.84,2371557.17,279
CASH_OUT,0,11,15,34,10041112.46,295326.84,173245.23,279
TRANSFER,0,11,16,2,10838933.44,5419466.72,5712409.63,280
CASH_OUT,0,11,16,2,10838933.44,5419466.72,5712409.63,280
CASH_IN,0,11,17,4062,560690055.58,138033.00,1214.80,281
PAYMENT,0,11,17,2468,24268216.62,9833.15,116.02,281
DEBIT,0,11,17,155,1028513.74,6635.57,324.82,281
TRANSFER,0,11,17,553,758669744.94,1371916.36,40440.22,281
CASH_OUT,0,11,17,2780,330026874.19,118714.70,1098.24,281
CASH_IN,0,11,18,8112,1151328859.91,141929.10,899.29,282
PAYMENT,0,11,18,4598,47545977.61,10340.58,89.65,282
DEBIT,0,11,18,365,2393163.28,6556.61,231.23,282
TRANSFER,0,11,18,1126,1580285137.20,1403450.39,28855.35,282
CASH_OUT,0,11,18,5167,617144377.87,119439.59,826.64,282
CASH_IN,0,11,19,10261,1447414219.89,141059.76,785.58,283
PAYMENT,0,11,19,6013,71495719.28,11890.19,89.54,283
DEBIT,0,11,19,429,3505222.37,8170.68,259.57,283
TRANSFER,0,11,19,1483,2190089362.11,1476796.60,25896.73,283
CASH_OUT,0,11,19,6491,820730549.79,126441.31,1520.15,283
CASH_IN,0,11,20,12897,1823630980.31,141399.63,708.59,284
PAYMENT,0,11,20,7587,93475438.81,12320.47,80.70,284
DEBIT,0,11,20,553,5195253.33,9394.67,263.57,284
TRANSFER,0,11,20,1772,3106586740.93,1753152.79,28030.83,284
CASH_OUT,0,11,20,7607,991426491.09,130330.81,872.30,284
CASH_IN,0,11,21,10021,1434632363.48,143162.59,817.12,285
PAYMENT,0,11,21,5931,66057008.30,11137.58,84.08,285
DEBIT,0,11,21,471,3449395.19,7323.56,229.86,285
TRANSFER,0,11,21,1204,2288794264.49,1900991.91,36962.34,285
CASH_OUT,0,11,21,5937,785461586.04,132299.41,1051.20,285
CASH_IN,0,11,22,8274,1187844531.21,143563.52,884.85,286
PAYMENT,0,11,22,5168,53523694.83,10356.75,86.45,286
DEBIT,0,11,22,379,1546025.27,4079.22,143.17,286
TRANSFER,0,11,22,1023,1963760646.84,1919609.63,40943.58,286
CASH_OUT,0,11,22,4919,649618137.85,132063.05,921.55,286
CASH_IN,0,11,23,5517,785816584.62,142435.49,1085.37,287
PAYMENT,0,11,23,3582,40463065.32,11296.22,107.79,287
DEBIT,0,11,23,257,1104348.28,4297.08,168.95,287
TRANSFER,0,11,23,688,1452267420.76,2110853.81,54117.66,287
CASH_OUT,0,11,23,3098,406291606.67,131146.42,1506.46,287
CASH_IN,0,12,0,3068,441344394.12,143854.10,1500.66,288
PAYMENT,0,12,0,2071,35677207.71,17227.04,231.01,288
DEBIT,0,12,0,157,492160.83,3134.78,170.31,288
TRANSFER,0,12,0,291,641260025.37,2203642.70,82403.08,288
CASH_OUT,0,12,0,1688,237264618.00,140559.61,5349.64,288
CASH_IN,0,12,1,979,142057238.80,145104.43,2652.72,289
PAYMENT,0,12,1,588,6117835.98,10404.48,257.08,289
DEBIT,0,12,1,67,206159.67,3077.01,247.53,289
TRANSFER,0,12,1,80,196414639.05,2455182.99,182887.77,289
CASH_OUT,0,12,1,644,89909705.04,139611.34,6463.98,289
CASH_IN,0,12,2,250,36023923.21,144095.69,5111.74,290
PAYMENT,0,12,2,168,1650896.13,9826.76,457.74,290
DEBIT,0,12,2,11,42337.74,3848.89,571.80,290
TRANSFER,0,12,2,16,37471109.54,2341944.35,459430.22,290
CASH_OUT,0,12,2,156,20535679.24,131638.97,5041.47,290
CASH_IN,0,12,3,3,521758.50,173919.50,31152.48,291
DEBIT,0,12,3,1,7615.91,7615.91,0.00,291
TRANSFER,0,12,3,2,8543944.69,4271972.34,1124777.78,291
CASH_OUT,0,12,3,3,8654402.00,2884800.67,1789594.69,291
TRANSFER,0,12,6,1,20.00,20.00,0.00,294
TRANSFER,0,12,7,2,7085748.20,3542874.10,5010309.89,295
CASH_OUT,0,12,7,1,7085698.20,7085698.20,0.00,295
TRANSFER,0,12,8,1,6287154.78,6287154.78,0.00,296
CASH_OUT,0,12,8,1,6287154.78,6287154.78,0.00,296
TRANSFER,0,12,10,1,4236358.53,4236358.53,0.00,298
CASH_OUT,0,12,10,1,4236358.53,4236358.53,0.00,298
TRANSFER,0,12,11,1,3698834.52,3698834.52,0.00,299
CASH_OUT,0,12,11,1,3698834.52,3698834.52,0.00,299
CASH_IN,0,12,13,1616,234947375.79,145388.23,2076.59,301
PAYMENT,0,12,13,904,10739893.10,11880.41,232.26,301
DEBIT,0,12,13,80,485687.78,6071.10,432.25,301
TRANSFER,0,12,13,145,312166657.32,2152873.50,131709.28,301
CASH_OUT,0,12,13,998,136249937.99,136522.98,2060.27,301
CASH_IN,0,12,14,3513,514655499.46,146500.28,1384.68,302
PAYMENT,0,12,14,1950,20865094.78,10700.05,136.08,302
DEBIT,0,12,14,160,501138.66,3132.12,144.12,302
TRANSFER,0,12,14,291,669883616.09,2302005.55,96105.80,302
CASH_OUT,0,12,14,2324,314434778.26,135298.96,2754.15,302
CASH_IN,0,12,15,2352,346994961.98,147531.87,1664.25,303
PAYMENT,0,12,15,1431,16969133.91,11858.23,182.36,303
DEBIT,0,12,15,111,441851.09,3980.64,255.56,303
TRANSFER,0,12,15,188,438021622.00,2329902.24,118591.23,303
CASH_OUT,0,12,15,1554,218163758.30,140388.52,5487.02,303
CASH_IN,0,12,16,4398,632873802.84,143900.36,1216.87,304
PAYMENT,0,12,16,2329,23238553.19,9977.91,116.97,304
DEBIT,0,12,16,201,813602.06,4047.77,201.34,304
TRANSFER,0,12,16,323,850118568.21,2631946.03,101636.41,304
CASH_OUT,0,12,16,2806,369016075.22,131509.65,1698.86,304
CASH_IN,0,12,17,11479,1668197572.27,145326.04,759.83,305
PAYMENT,0,12,17,6074,62277370.00,10253.11,74.66,305
DEBIT,0,12,17,514,2252292.62,4381.89,121.81,305
TRANSFER,0,12,17,1367,2796538451.89,2045748.68,37177.48,305
CASH_OUT,0,12,17,6857,873789307.91,127430.26,886.91,305
CASH_IN,0,12,18,14431,2077544241.90,143963.98,680.76,306
PAYMENT,0,12,18,8096,81825922.72,10106.96,63.99,306
DEBIT,0,12,18,617,2891499.62,4686.39,125.00,306
TRANSFER,0,12,18,2231,1952976001.35,875381.44,12444.93,306
CASH_OUT,0,12,18,8980,1108982539.21,123494.71,652.01,306
CASH_IN,0,12,19,13822,1984323004.39,143562.65,689.73,307
PAYMENT,0,12,19,7850,86703036.86,11044.97,71.60,307
DEBIT,0,12,19,624,3111440.48,4986.28,133.88,307
TRANSFER,0,12,19,2264,2527705933.78,1116477.89,15969.85,307
CASH_OUT,0,12,19,8598,1101491118.71,128110.16,1058.03,307
CASH_IN,0,12,20,14828,2099773773.95,141608.70,653.75,308
PAYMENT,0,12,20,8766,99987101.00,11406.24,69.63,308
DEBIT,0,12,20,682,4006857.63,5875.16,161.96,308
TRANSFER,0,12,20,2279,3007630408.91,1319714.97,17936.06,308
CASH_OUT,0,12,20,8968,1192290631.31,132949.45,677.03,308
CASH_IN,0,12,21,10889,1549707391.78,142318.61,765.52,309
PAYMENT,0,12,21,6875,76825930.88,11174.68,75.38,309
DEBIT,0,12,21,467,2360600.76,5054.82,162.69,309
TRANSFER,0,12,21,1550,2466635837.98,1591377.96,26818.20,309
CASH_OUT,0,12,21,6314,822712161.67,130299.68,1295.45,309
CASH_IN,0,12,22,8130,1157832732.60,142414.85,894.45,310
PAYMENT,0,12,22,5087,57072066.49,11219.20,87.48,310
DEBIT,0,12,22,379,2183198.12,5760.42,197.96,310
TRANSFER,0,12,22,1114,1994024717.97,1789968.33,35883.66,310
CASH_OUT,0,12,22,4729,616234808.18,130309.75,932.59,310
CASH_IN,0,12,23,6911,985589475.78,142611.70,962.00,311
PAYMENT,0,12,23,4658,45069992.10,9675.82,82.10,311
DEBIT,0,12,23,345,1432101.74,4151.02,159.50,311
TRANSFER,0,12,23,999,1255907777.79,1257164.94,27307.13,311
CASH_OUT,0,12,23,3977,511750226.26,128677.45,1475.49,311
CASH_IN,0,13,0,2330,333995154.03,143345.56,1676.32,312
PAYMENT,0,13,0,1686,15270669.28,9057.34,129.93,312
DEBIT,0,13,0,134,382732.61,2856.21,140.61,312
TRANSFER,0,13,0,348,205494917.23,590502.64,22529.09,312
CASH_OUT,0,13,0,1444,191584891.26,132676.52,3125.71,312
CASH_IN,0,13,1,783,112289523.75,143409.35,2974.89,313
PAYMENT,0,13,1,600,9555167.71,15925.28,383.43,313
DEBIT,0,13,1,55,184136.34,3347.93,374.06,313
TRANSFER,0,13,1,136,87977471.15,646893.17,43746.41,313
CASH_OUT,0,13,1,586,76061958.08,129798.56,8133.20,313
CASH_IN,0,13,2,288,40534775.18,140745.75,4789.53,314
PAYMENT,0,13,2,213,1799885.28,8450.17,344.26,314
DEBIT,0,13,2,24,70807.26,2950.30,368.13,314
TRANSFER,0,13,2,32,16307194.81,509599.84,56524.35,314
CASH_OUT,0,13,2,206,26694526.60,129585.08,4499.59,314
TRANSFER,0,13,3,1,20.00,20.00,0.00,315
TRANSFER,0,13,4,2,3616389.41,1808194.70,2557145.19,316
CASH_OUT,0,13,4,1,3616369.41,3616369.41,0.00,316
TRANSFER,0,13,6,2,4441169.42,2220584.71,3140352.73,318
CASH_OUT,0,13,6,1,4441149.42,4441149.42,0.00,318
TRANSFER,0,13,8,2,17120729.63,8560364.82,8463970.35,320
CASH_OUT,0,13,8,2,17120729.63,8560364.82,8463970.35,320
TRANSFER,0,13,9,1,200.00,200.00,0.00,321
TRANSFER,0,13,10,1,20.00,20.00,0.00,322
CASH_IN,0,13,11,458,69485886.35,151715.91,3680.22,323
PAYMENT,0,13,11,280,3264488.62,11658.89,411.38,323
DEBIT,0,13,11,23,179613.44,7809.28,967.75,323
TRANSFER,0,13,11,83,62030306.01,747353.08,50690.65,323
CASH_OUT,0,13,11,334,43604005.25,130550.91,3639.57,323
CASH_IN,0,13,12,439,61480031.84,140045.63,3722.08,324
PAYMENT,0,13,12,282,2984118.04,10581.98,347.13,324
DEBIT,0,13,12,16,94153.97,5884.62,982.29,324
TRANSFER,0,13,12,72,49942036.18,693639.39,83645.42,324
CASH_OUT,0,13,12,375,55158406.08,147089.08,14882.00,324
CASH_IN,0,13,13,584,87958780.70,150614.35,3430.75,325
PAYMENT,0,13,13,370,3774312.38,10200.84,285.18,325
DEBIT,0,13,13,21,74336.37,3539.83,429.00,325
TRANSFER,0,13,13,86,44880085.34,521861.46,36186.29,325
CASH_OUT,0,13,13,499,66152542.37,132570.23,2729.52,325
CASH_IN,0,13,14,1290,196193062.96,152087.65,2314.36,326
PAYMENT,0,13,14,814,8499990.92,10442.25,195.48,326
DEBIT,0,13,14,52,194815.54,3746.45,262.93,326
TRANSFER,0,13,14,162,109546058.25,676210.24,34548.33,326
CASH_OUT,0,13,14,1012,132647029.79,131074.14,3081.38,326
TRANSFER,0,13,15,2,2999629.60,1499814.80,2120987.72,327
CASH_OUT,0,13,15,2,3000579.60,1500289.80,2120315.97,327
CASH_IN,0,13,17,4083,581428939.71,142402.39,1295.78,329
PAYMENT,0,13,17,2215,22327877.79,10080.31,119.69,329
DEBIT,0,13,17,178,1030295.04,5788.17,255.09,329
TRANSFER,0,13,17,572,384664414.27,672490.23,20113.60,329
CASH_OUT,0,13,17,2819,358703744.37,127245.03,2406.98,329
CASH_IN,0,13,18,9041,1300063786.55,143796.46,852.41,330
PAYMENT,0,13,18,5438,54902437.10,10096.07,77.30,330
DEBIT,0,13,18,412,1585056.90,3847.23,136.50,330
TRANSFER,0,13,18,1505,1051193813.73,698467.65,11335.62,330
CASH_OUT,0,13,18,6278,780192961.53,124274.13,771.34,330
CASH_IN,0,13,19,9426,1343951975.63,142579.25,827.08,331
PAYMENT,0,13,19,6020,63773812.19,10593.66,77.49,331
DEBIT,0,13,19,502,2463184.75,4906.74,152.90,331
TRANSFER,0,13,19,1696,1255517631.89,740281.62,11609.77,331
CASH_OUT,0,13,19,6635,858772251.51,129430.63,1045.90,331
CASH_IN,0,13,20,13182,1868052829.96,141712.40,705.88,332
PAYMENT,0,13,20,8577,95009182.08,11077.20,68.41,332
DEBIT,0,13,20,718,3328744.45,4636.13,116.70,332
TRANSFER,0,13,20,2277,1970901394.42,865569.34,11834.44,332
CASH_OUT,0,13,20,8810,1150254588.40,130562.38,768.61,332
CASH_IN,0,13,21,9387,1341084324.42,142866.13,838.52,333
PAYMENT,0,13,21,6889,70324321.06,10208.20,68.19,333
DEBIT,0,13,21,490,2173183.08,4435.07,130.57,333
TRANSFER,0,13,21,1828,1207314268.36,660456.38,9769.87,333
CASH_OUT,0,13,21,6585,856088276.19,130005.81,1060.42,333
CASH_IN,0,13,22,7918,1108617556.98,140012.32,893.06,334
PAYMENT,0,13,22,6228,54509655.49,8752.35,61.68,334
DEBIT,0,13,22,403,1923887.66,4773.91,166.76,334
TRANSFER,0,13,22,1338,1007317688.27,752853.28,12718.03,334
CASH_OUT,0,13,22,5485,696197221.16,126927.48,1104.41,334
CASH_IN,0,13,23,6552,933521362.11,142478.84,997.69,335
PAYMENT,0,13,23,5409,43547683.00,8050.97,62.21,335
DEBIT,0,13,23,391,1700765.91,4349.78,151.15,335
TRANSFER,0,13,23,1180,850521235.11,720780.71,13370.54,335
CASH_OUT,0,13,23,4728,601192400.97,127155.75,1587.89,335
CASH_IN,0,14,0,1701,236087359.76,138793.27,1918.13,336
PAYMENT,0,14,0,1495,12273129.81,8209.45,120.33,336
DEBIT,0,14,0,129,441362.13,3421.41,212.31,336
TRANSFER,0,14,0,307,222860100.58,725928.67,26466.16,336
CASH_OUT,0,14,0,1259,154884823.54,123022.10,1734.90,336
CASH_IN,0,14,1,163,22982294.47,140995.67,6342.96,337
PAYMENT,0,14,1,94,716397.79,7621.25,425.71,337
DEBIT,0,14,1,10,25584.51,2558.45,536.09,337
TRANSFER,0,14,1,15,23285476.37,1552365.09,527982.82,337
CASH_OUT,0,14,1,123,30624595.24,248980.45,72219.42,337
CASH_IN,0,14,2,250,34999091.05,139996.36,5194.09,338
PAYMENT,0,14,2,214,1743905.69,8149.09,311.58,338
DEBIT,0,14,2,22,47067.22,2139.42,231.17,338
TRANSFER,0,14,2,33,20750148.86,628792.39,65714.31,338
CASH_OUT,0,14,2,213,26362852.98,123769.26,4288.07,338
TRANSFER,0,14,3,3,29104433.55,9701477.85,7150416.06,339
CASH_OUT,0,14,3,3,29104433.55,9701477.85,7150416.06,339
TRANSFER,0,14,5,1,3234384.66,3234384.66,0.00,341
CASH_OUT,0,14,5,1,3234384.66,3234384.66,0.00,341
TRANSFER,0,14,6,4,18857043.57,4714260.89,2351848.57,342
CASH_OUT,0,14,6,3,18857033.57,6285677.86,2244354.58,342
TRANSFER,0,14,7,1,50.00,50.00,0.00,343
TRANSFER,0,14,9,1,4781369.26,4781369.26,0.00,345
CASH_OUT,0,14,9,1,4781369.26,4781369.26,0.00,345
TRANSFER,0,14,11,1,4807976.52,4807976.52,0.00,347
CASH_OUT,0,14,11,1,4807976.52,4807976.52,0.00,347
TRANSFER,0,14,12,2,11891459.60,5945729.80,5305927.08,348
CASH_OUT,0,14,12,2,11891459.60,5945729.80,5305927.08,348
CASH_IN,0,14,13,802,118899468.36,148253.70,2799.86,349
PAYMENT,0,14,13,667,6903427.01,10349.97,227.02,349
DEBIT,0,14,13,35,122406.51,3497.33,499.97,349
TRANSFER,0,14,13,166,111646377.53,672568.54,30487.08,349
CASH_OUT,0,14,13,749,95628297.53,127674.63,3558.71,349
CASH_IN,0,14,14,653,92687779.76,141941.47,3178.39,350
PAYMENT,0,14,14,471,4695844.18,9969.95,241.91,350
DEBIT,0,14,14,43,135593.50,3153.34,300.16,350
TRANSFER,0,14,14,111,81123381.77,730841.28,50517.93,350
CASH_OUT,0,14,14,688,90199426.48,131103.82,5073.71,350
TRANSFER,0,14,16,2,5303217.40,2651608.70,3749926.85,352
CASH_OUT,0,14,16,1,5303207.40,5303207.40,0.00,352
TRANSFER,0,14,17,1,20.00,20.00,0.00,353
CASH_IN,0,14,18,6765,978679046.28,144668.00,980.77,354
PAYMENT,0,14,18,4933,44918031.17,9105.62,71.77,354
DEBIT,0,14,18,387,1959901.83,5064.35,168.20,354
TRANSFER,0,14,18,1324,986039340.84,744742.70,12662.97,354
CASH_OUT,0,14,18,5414,665513855.48,122924.61,825.49,354
CASH_IN,0,14,19,8310,1183206468.69,142383.45,891.87,355
PAYMENT,0,14,19,5829,56666298.34,9721.44,71.00,355
DEBIT,0,14,19,485,2060906.71,4249.29,136.50,355
TRANSFER,0,14,19,1617,1194684526.95,738827.78,11933.75,355
CASH_OUT,0,14,19,6572,839580966.47,127751.21,771.19,355
CASH_IN,0,14,20,11079,1577371591.49,142374.91,754.31,356
PAYMENT,0,14,20,8276,77236002.35,9332.53,58.70,356
DEBIT,0,14,20,620,4706882.50,7591.75,210.16,356
TRANSFER,0,14,20,2287,1479177952.13,646776.54,8682.84,356
CASH_OUT,0,14,20,8533,1038497580.36,121703.69,653.64,356
CASH_IN,0,14,21,9605,1354581782.82,141028.82,816.50,357
PAYMENT,0,14,21,7542,73052898.59,9686.14,64.84,357
DEBIT,0,14,21,560,1827782.36,3263.90,98.32,357
TRANSFER,0,14,21,1973,982313463.93,497878.09,7151.49,357
CASH_OUT,0,14,21,7272,881827762.11,121263.44,1009.20,357
CASH_IN,0,14,22,7267,1034768249.61,142392.77,944.74,358
PAYMENT,0,14,22,6390,70366101.62,11011.91,77.78,358
DEBIT,0,14,22,415,1335188.58,3217.32,125.51,358
TRANSFER,0,14,22,1454,655884624.55,451089.84,7526.82,358
CASH_OUT,0,14,22,5736,721269033.21,125744.25,985.29,358
CASH_IN,0,14,23,4720,659977489.82,139825.74,1153.90,359
PAYMENT,0,14,23,4548,41925801.78,9218.51,80.04,359
DEBIT,0,14,23,318,1922037.89,6044.14,207.40,359
TRANSFER,0,14,23,1005,412160564.37,410110.01,7226.71,359
CASH_OUT,0,14,23,3876,457454814.60,118022.40,937.12,359
CASH_IN,0,15,0,1972,259825237.38,131757.22,1726.19,360
PAYMENT,0,15,0,1968,13031467.69,6621.68,83.42,360
DEBIT,0,15,0,130,317748.03,2444.22,144.64,360
TRANSFER,0,15,0,441,149843799.90,339781.86,9657.85,360
CASH_OUT,0,15,0,1836,199412821.99,108612.65,1408.36,360
CASH_IN,0,15,1,363,50494602.38,139103.59,3995.06,361
PAYMENT,0,15,1,433,5714999.14,13198.61,345.06,361
DEBIT,0,15,1,38,62899.02,1655.24,84.04,361
TRANSFER,0,15,1,79,24689552.33,312525.98,20674.84,361
CASH_OUT,0,15,1,317,35209790.42,111071.89,3057.33,361
CASH_IN,0,15,2,11,1315554.07,119595.82,13932.69,362
PAYMENT,0,15,2,16,52361.15,3272.57,307.07,362
DEBIT,0,15,2,2,7114.19,3557.10,1140.29,362
TRANSFER,0,15,2,4,10880066.42,2720016.61,1024659.86,362
CASH_OUT,0,15,2,4,10873689.66,2718422.41,1026495.79,362
TRANSFER,0,15,4,1,3718989.96,3718989.96,0.00,364
CASH_OUT,0,15,4,1,3718989.96,3718989.96,0.00,364
TRANSFER,0,15,6,4,10723976.44,2680994.11,1396835.25,366
CASH_OUT,0,15,6,3,10723966.44,3574655.48,1412158.88,366
TRANSFER,0,15,9,1,4407662.31,4407662.31,0.00,369
CASH_OUT,0,15,9,1,4407662.31,4407662.31,0.00,369
TRANSFER,0,15,10,1,3669741.03,3669741.03,0.00,370
CASH_OUT,0,15,10,1,3669741.03,3669741.03,0.00,370
TRANSFER,0,15,11,2,6143435.80,3071717.90,151456.71,371
CASH_OUT,0,15,11,2,6143435.80,3071717.90,151456.71,371
CASH_IN,0,15,12,47,8018611.70,170608.76,12074.27,372
PAYMENT,0,15,12,30,261170.35,8705.68,917.56,372
DEBIT,0,15,12,5,22409.21,4481.84,2387.32,372
TRANSFER,0,15,12,10,8917691.64,891769.16,429068.13,372
CASH_OUT,0,15,12,63,12485940.69,198189.53,70468.89,372
CASH_IN,0,15,13,99,15337762.84,154926.90,8328.17,373
PAYMENT,0,15,13,78,752889.30,9652.43,583.31,373
DEBIT,0,15,13,9,46827.16,5203.02,1286.00,373
TRANSFER,0,15,13,24,19709310.00,821221.25,275047.17,373
CASH_OUT,0,15,13,100,22515449.09,225154.49,67911.24,373
CASH_IN,0,15,14,107,17017964.60,159046.40,8825.87,374
PAYMENT,0,15,14,46,430926.08,9367.96,857.58,374
DEBIT,0,15,14,6,17154.21,2859.04,190.16,374
TRANSFER,0,15,14,18,6465972.17,359220.68,50155.99,374
CASH_OUT,0,15,14,76,11350957.14,149354.70,8076.93,374
CASH_IN,0,15,15,394,65363405.45,165896.97,4263.29,375
PAYMENT,0,15,15,280,2323869.26,8299.53,266.69,375
DEBIT,0,15,15,27,99436.39,3682.83,221.97,375
TRANSFER,0,15,15,79,29478180.96,373141.53,24744.08,375
CASH_OUT,0,15,15,375,50074271.70,133531.39,3543.39,375
CASH_IN,0,15,16,182,26041931.52,143087.54,5743.85,376
PAYMENT,0,15,16,138,1472373.37,10669.37,510.45,376
DEBIT,0,15,16,15,54622.48,3641.50,371.30,376
TRANSFER,0,15,16,45,89451000.04,1987800.00,171614.59,376
CASH_OUT,0,15,16,181,26719682.06,147622.55,5038.66,376
TRANSFER,0,15,17,2,5746708.82,2873354.41,1406860.08,377
CASH_OUT,0,15,17,2,5746708.82,2873354.41,1406860.08,377
TRANSFER,0,15,18,1,2788806.38,2788806.38,0.00,378
CASH_OUT,0,15,18,1,2788806.38,2788806.38,0.00,378
CASH_IN,0,15,19,180,23769443.62,132052.46,5805.01,379
PAYMENT,0,15,19,116,700526.31,6039.02,311.15,379
DEBIT,0,15,19,13,33778.89,2598.38,259.93,379
TRANSFER,0,15,19,43,13031820.98,303065.60,31185.93,379
CASH_OUT,0,15,19,205,22998312.44,112186.89,3754.76,379
CASH_IN,0,15,20,1612,197040933.58,122233.83,1769.31,380
PAYMENT,0,15,20,1411,8198775.20,5810.61,79.56,380
DEBIT,0,15,20,117,565780.33,4835.73,252.97,380
TRANSFER,0,15,20,266,58162220.50,218654.96,7172.78,380
CASH_OUT,0,15,20,1506,153732527.30,102080.03,1250.51,380
CASH_IN,0,15,21,1075,119548834.76,111208.22,2064.30,381
PAYMENT,0,15,21,1392,6972557.72,5009.02,67.85,381
DEBIT,0,15,21,89,514352.76,5779.24,348.47,381
TRANSFER,0,15,21,222,39738536.38,179002.42,7340.79,381
CASH_OUT,0,15,21,693,68738992.43,99190.47,1689.45,381
CASH_IN,0,15,22,760,89892123.60,118279.11,2581.80,382
PAYMENT,0,15,22,1323,6892748.03,5209.94,70.95,382
DEBIT,0,15,22,68,191545.08,2816.84,235.28,382
TRANSFER,0,15,22,151,22838806.61,151250.37,6604.49,382
CASH_OUT,0,15,22,387,36785098.62,95051.93,2363.69,382
CASH_IN,0,15,23,505,62136176.96,123041.93,2993.01,383
PAYMENT,0,15,23,1032,4245665.33,4114.02,62.50,383
DEBIT,0,15,23,68,204846.19,3012.44,282.39,383
TRANSFER,0,15,23,90,12719774.72,141330.83,8900.22,383
CASH_OUT,0,15,23,137,17725179.51,129380.87,5453.09,383
CASH_IN,0,16,0,210,26211757.67,124817.89,4657.46,384
PAYMENT,0,16,0,516,2449624.22,4747.33,105.70,384
DEBIT,0,16,0,40,109391.57,2734.79,174.88,384
TRANSFER,0,16,0,49,11792646.79,240666.26,95031.31,384
CASH_OUT,0,16,0,48,9124561.08,190095.02,97526.90,384
CASH_IN,0,16,1,74,9019538.85,121885.66,8632.17,385
PAYMENT,0,16,1,185,543798.17,2939.45,113.12,385
DEBIT,0,16,1,20,44306.93,2215.35,309.49,385
TRANSFER,0,16,1,15,2584908.86,172327.26,24219.59,385
CASH_OUT,0,16,1,16,1427933.49,89245.84,12643.78,385
CASH_IN,0,16,2,26,2414042.63,92847.79,14282.20,386
PAYMENT,0,16,2,33,173712.62,5264.02,456.13,386
DEBIT,0,16,2,8,14851.65,1856.46,360.32,386
TRANSFER,0,16,2,2,4074997.15,2037498.57,2633176.59,386
CASH_OUT,0,16,2,3,4143035.30,1381011.77,1542284.13,386
TRANSFER,0,16,3,3,10537363.74,3512454.58,542428.94,387
CASH_OUT,0,16,3,3,10537363.74,3512454.58,542428.94,387
TRANSFER,0,16,4,5,10961965.67,2192393.13,1071989.52,388
CASH_OUT,0,16,4,3,10961925.67,3653975.22,768914.49,388
TRANSFER,0,16,6,1,5524775.68,5524775.68,0.00,390
CASH_OUT,0,16,6,1,5524775.68,5524775.68,0.00,390
TRANSFER,0,16,9,3,18863525.00,6287841.67,1022648.43,393
CASH_OUT,0,16,9,3,18863525.00,6287841.67,1022648.43,393
CASH_IN,0,16,10,418,59134100.41,141469.14,3956.01,394
PAYMENT,0,16,10,290,4546490.82,15677.55,491.60,394
DEBIT,0,16,10,28,105515.52,3768.41,467.29,394
TRANSFER,0,16,10,83,106688358.85,1285401.91,97876.02,394
CASH_OUT,0,16,10,394,69889573.15,177384.70,19843.98,394
TRANSFER,0,16,11,1,50.00,50.00,0.00,395
CASH_IN,0,16,12,230,36384771.05,158194.66,5911.08,396
